Wavelength (nm),% Transmission,Optical Density,
1603,9.19987,1.03622,
1602,9.11709,1.04014,
1601,9.0371,1.04397,
1600,8.95594,1.04789,
1599,8.87127,1.05201,
1598,8.78808,1.05611,
1597,8.70463,1.06025,
1596,8.6195,1.06452,
1595,8.53118,1.06899,
1594,8.44494,1.07340,
1593,8.35962,1.07781,
1592,8.27524,1.08222,
1591,8.18842,1.08680,
1590,8.1025,1.09138,
1589,8.01485,1.09610,
1588,7.93122,1.10066,
1587,7.85284,1.10497,
1586,7.77359,1.10938,
1585,7.69209,1.11396,
1584,7.61803,1.11816,
1583,7.53943,1.12266,
1582,7.46212,1.12714,
1581,7.38916,1.13140,
1580,7.31753,1.13564,
1579,7.24256,1.14011,
1578,7.16876,1.14456,
1577,7.09556,1.14901,
1576,7.01935,1.15370,
1575,6.9443,1.15837,
1574,6.86698,1.16323,
1573,6.79231,1.16798,
1572,6.71426,1.17300,
1571,6.63682,1.17804,
1570,6.55787,1.18324,
1569,6.48048,1.18839,
1568,6.40255,1.19365,
1567,6.32854,1.19870,
1566,6.25315,1.20390,
1565,6.17866,1.20911,
1564,6.10477,1.21433,
1563,6.02994,1.21969,
1562,5.96055,1.22471,
1561,5.88999,1.22989,
1560,5.82282,1.23487,
1559,5.75371,1.24005,
1558,5.68606,1.24519,
1557,5.61496,1.25065,
1556,5.54783,1.25588,
1555,5.47782,1.26139,
1554,5.41059,1.26676,
1553,5.33851,1.27258,
1552,5.27324,1.27792,
1551,5.19924,1.28406,
1550,5.12508,1.29030,
1549,5.06132,1.29574,
1548,4.98987,1.30191,
1547,4.91828,1.30819,
1546,4.8476,1.31447,
1545,4.77338,1.32117,
1544,4.70497,1.32744,
1543,4.63493,1.33396,
1542,4.5743,1.33968,
1541,4.50498,1.34631,
1540,4.43821,1.35279,
1539,4.37522,1.35900,
1538,4.31142,1.36538,
1537,4.247,1.37192,
1536,4.18637,1.37816,
1535,4.1254,1.38453,
1534,4.06509,1.39093,
1533,4.00665,1.39722,
1532,3.94266,1.40421,
1531,3.88157,1.41099,
1530,3.82369,1.41752,
1529,3.7583,1.42501,
1528,3.6975,1.43209,
1527,3.63948,1.43896,
1526,3.57897,1.44624,
1525,3.51729,1.45379,
1524,3.45627,1.46139,
1523,3.39972,1.46856,
1522,3.33865,1.47643,
1521,3.28223,1.48383,
1520,3.22527,1.49143,
1519,3.16867,1.49912,
1518,3.11063,1.50715,
1517,3.06086,1.51416,
1516,3.00906,1.52157,
1515,2.95774,1.52904,
1514,2.90705,1.53655,
1513,2.85543,1.54433,
1512,2.80283,1.55240,
1511,2.75639,1.55966,
1510,2.70801,1.56735,
1509,2.65881,1.57531,
1508,2.60945,1.58345,
1507,2.55999,1.59176,
1506,2.51189,1.60000,
1505,2.4644,1.60829,
1504,2.41845,1.61646,
1503,2.37227,1.62484,
1502,2.32401,1.63376,
1501,2.28049,1.64197,
1500,2.23322,1.65107,
1499,2.19316,1.65893,
1498,2.14779,1.66801,
1497,2.10776,1.67618,
1496,2.06987,1.68406,
1495,2.03165,1.69215,
1494,1.99239,1.70063,
1493,1.95842,1.70809,
1492,1.92135,1.71639,
1491,1.88634,1.72438,
1490,1.84972,1.73289,
1489,1.8148,1.74117,
1488,1.78191,1.74911,
1487,1.74634,1.75787,
1486,1.71274,1.76631,
1485,1.67948,1.77483,
1484,1.6449,1.78386,
1483,1.61212,1.79260,
1482,1.58009,1.80132,
1481,1.54848,1.81010,
1480,1.51493,1.81961,
1479,1.48742,1.82757,
1478,1.45944,1.83581,
1477,1.4335,1.84360,
1476,1.40692,1.85173,
1475,1.37768,1.86085,
1474,1.35376,1.86846,
1473,1.32928,1.87638,
1472,1.30797,1.88340,
1471,1.28296,1.89179,
1470,1.25828,1.90022,
1469,1.23544,1.90818,
1468,1.21175,1.91659,
1467,1.19025,1.92436,
1466,1.16884,1.93224,
1465,1.14737,1.94030,
1464,1.12773,1.94779,
1463,1.10413,1.95698,
1462,1.08101,1.96617,
1461,1.05954,1.97488,
1460,1.04176,1.98223,
1459,1.02257,1.99031,
1458,1.00401,1.99826,
1457,0.98443,2.00681,
1456,0.97014,2.01317,
1455,0.9512,2.02173,
1454,0.93522,2.02909,
1453,0.91738,2.03745,
1452,0.90457,2.04356,
1451,0.88648,2.05233,
1450,0.87179,2.05959,
1449,0.85237,2.06937,
1448,0.83818,2.07666,
1447,0.82238,2.08493,
1446,0.80775,2.09273,
1445,0.78973,2.10252,
1444,0.77576,2.11027,
1443,0.76143,2.11837,
1442,0.74452,2.12812,
1441,0.7309,2.13614,
1440,0.71933,2.14307,
1439,0.70563,2.15142,
1438,0.69288,2.15934,
1437,0.67946,2.16784,
1436,0.66657,2.17616,
1435,0.65417,2.18431,
1434,0.63796,2.19521,
1433,0.63078,2.20012,
1432,0.61363,2.21209,
1431,0.60251,2.22004,
1430,0.58957,2.22947,
1429,0.5795,2.23695,
1428,0.56397,2.24875,
1427,0.55304,2.25724,
1426,0.54247,2.26562,
1425,0.53351,2.27286,
1424,0.52057,2.28352,
1423,0.50562,2.29618,
1422,0.49787,2.30288,
1421,0.48523,2.31406,
1420,0.47596,2.32243,
1419,0.46585,2.33175,
1418,0.45551,2.34150,
1417,0.44636,2.35031,
1416,0.43425,2.36226,
1415,0.42464,2.37198,
1414,0.41316,2.38388,
1413,0.40356,2.39410,
1412,0.39176,2.40698,
1411,0.37894,2.42142,
1410,0.3748,2.42620,
1409,0.36185,2.44147,
1408,0.35039,2.45545,
1407,0.34229,2.46561,
1406,0.3335,2.47690,
1405,0.32328,2.49043,
1404,0.31345,2.50383,
1403,0.30224,2.51964,
1402,0.29491,2.53031,
1401,0.28979,2.53791,
1400,0.27852,2.55515,
1399,0.26756,2.57258,
1398,0.25774,2.58882,
1397,0.25345,2.59611,
1396,0.24538,2.61016,
1395,0.23601,2.62707,
1394,0.22632,2.64527,
1393,0.21783,2.66189,
1392,0.21716,2.66322,
1391,0.20305,2.69239,
1390,0.20056,2.69775,
1389,0.19311,2.71420,
1388,0.18983,2.72163,
1387,0.17765,2.75044,
1386,0.17607,2.75432,
1385,0.16871,2.77287,
1384,0.16113,2.79281,
1383,0.16136,2.79220,
1382,0.15346,2.81401,
1381,0.14901,2.82678,
1380,0.14245,2.84633,
1379,0.13729,2.86235,
1378,0.13081,2.88336,
1377,0.13051,2.88434,
1376,0.12441,2.90515,
1375,0.12151,2.91539,
1374,0.11673,2.93282,
1373,0.11341,2.94533,
1372,0.11022,2.95774,
1371,0.10785,2.96717,
1370,0.10366,2.98437,
1369,0.09843,3.00687,
1368,0.09478,3.02326,
1367,0.09125,3.03977,
1366,0.08996,3.04596,
1365,0.09188,3.03676,
1364,0.08575,3.06677,
1363,0.08177,3.08739,
1362,0.08223,3.08496,
1361,0.07743,3.11106,
1360,0.07419,3.12963,
1359,0.07438,3.12852,
1358,0.07097,3.14894,
1357,0.06866,3.16330,
1356,0.06839,3.16502,
1355,0.06727,3.17219,
1354,0.06754,3.17047,
1353,0.06254,3.20382,
1352,0.06006,3.22140,
1351,0.05951,3.22541,
1350,0.05742,3.24093,
1349,0.05645,3.24831,
1348,0.05668,3.24654,
1347,0.05419,3.26610,
1346,0.05326,3.27363,
1345,0.05366,3.27037,
1344,0.05029,3.29851,
1343,0.04874,3.31209,
1342,0.04832,3.31591,
1341,0.04751,3.32324,
1340,0.04575,3.33958,
1339,0.04826,3.31643,
1338,0.04521,3.34478,
1337,0.04339,3.36256,
1336,0.0454,3.34290,
1335,0.04625,3.33491,
1334,0.04243,3.37235,
1333,0.04405,3.35607,
1332,0.04082,3.38911,
1331,0.04122,3.38489,
1330,0.0405,3.39260,
1329,0.03877,3.41145,
1328,0.04134,3.38367,
1327,0.03602,3.44345,
1326,0.0359,3.44490,
1325,0.03737,3.42748,
1324,0.03616,3.44179,
1323,0.03567,3.44766,
1322,0.03459,3.46103,
1321,0.0346,3.46094,
1320,0.03658,3.43681,
1319,0.03378,3.47139,
1318,0.03348,3.47518,
1317,0.03415,3.46667,
1316,0.03639,3.43896,
1315,0.03118,3.50615,
1314,0.03261,3.48668,
1313,0.02836,3.54725,
1312,0.03028,3.51879,
1311,0.03177,3.49796,
1310,0.0314,3.50311,
1309,0.03318,3.47907,
1308,0.0306,3.51434,
1307,0.03004,3.52227,
1306,0.02896,3.53823,
1305,0.03241,3.48937,
1304,0.02998,3.52312,
1303,0.02894,3.53853,
1302,0.02971,3.52714,
1301,0.03114,3.50671,
1300,0.02941,3.53149,
1299,0.02737,3.56278,
1298,0.02996,3.52347,
1297,0.02901,3.53750,
1296,0.0266,3.57508,
1295,0.02754,3.55996,
1294,0.02934,3.53261,
1293,0.02853,3.54473,
1292,0.02867,3.54260,
1291,0.02919,3.53481,
1290,0.02882,3.54037,
1289,0.02662,3.57485,
1288,0.02654,3.57604,
1287,0.0279,3.55439,
1286,0.0283,3.54819,
1285,0.02827,3.54871,
1284,0.02622,3.58140,
1283,0.02751,3.56051,
1282,0.02485,3.60466,
1281,0.02809,3.55141,
1280,0.02577,3.58892,
1279,0.0258,3.58842,
1278,0.02644,3.57772,
1277,0.02461,3.60881,
1276,0.02685,3.57107,
1275,0.0267,3.57342,
1274,0.02541,3.59502,
1273,0.02435,3.61348,
1272,0.02444,3.61194,
1271,0.0243,3.61444,
1270,0.02429,3.61453,
1269,0.02316,3.63520,
1268,0.02246,3.64858,
1267,0.02631,3.57980,
1266,0.02381,3.62325,
1265,0.0253,3.59697,
1264,0.0237,3.62527,
1263,0.02665,3.57437,
1262,0.02237,3.65032,
1261,0.02371,3.62509,
1260,0.02281,3.64196,
1259,0.02266,3.64466,
1258,0.02261,3.64572,
1257,0.02216,3.65441,
1256,0.0224,3.64982,
1255,0.0241,3.61793,
1254,0.02342,3.63050,
1253,0.02228,3.65203,
1252,0.02144,3.66872,
1251,0.02292,3.63970,
1250,0.02042,3.69004,
1249,0.0216,3.66556,
1248,0.0243,3.61443,
1247,0.02161,3.66540,
1246,0.02168,3.66388,
1245,0.02109,3.67599,
1244,0.02023,3.69397,
1243,0.02124,3.67287,
1242,0.02177,3.66214,
1241,0.02183,3.66090,
1240,0.02006,3.69757,
1239,0.02189,3.65985,
1238,0.02293,3.63961,
1237,0.01905,3.72007,
1236,0.02246,3.64850,
1235,0.02198,3.65788,
1234,0.02268,3.64435,
1233,0.02018,3.69510,
1232,0.021,3.67776,
1231,0.02141,3.66930,
1230,0.02105,3.67674,
1229,0.02229,3.65189,
1228,0.02219,3.65375,
1227,0.02385,3.62257,
1226,0.02124,3.67292,
1225,0.02121,3.67338,
1224,0.02055,3.68711,
1223,0.01929,3.71469,
1222,0.02135,3.67065,
1221,0.02304,3.63744,
1220,0.01984,3.70240,
1219,0.01916,3.71764,
1218,0.02137,3.67017,
1217,0.01951,3.70972,
1216,0.01907,3.71962,
1215,0.0225,3.64774,
1214,0.02186,3.66030,
1213,0.02236,3.65055,
1212,0.02121,3.67339,
1211,0.02164,3.66481,
1210,0.02122,3.67318,
1209,0.01786,3.74813,
1208,0.0208,3.68184,
1207,0.02124,3.67290,
1206,0.02266,3.64479,
1205,0.02187,3.66025,
1204,0.02089,3.68017,
1203,0.02317,3.63508,
1202,0.02082,3.68147,
1201,0.02113,3.67520,
1200,0.01911,3.71869,
1199,0.02645,3.57766,
1198,0.02277,3.64261,
1197,0.02261,3.64566,
1196,0.0204,3.69030,
1195,0.01885,3.72480,
1194,0.02377,3.62396,
1193,0.02401,3.61958,
1192,0.02158,3.66585,
1191,0.02127,3.67215,
1190,0.02284,3.64133,
1189,0.02149,3.66767,
1188,0.01916,3.71762,
1187,0.02111,3.67547,
1186,0.01887,3.72425,
1185,0.02027,3.69318,
1184,0.02094,3.67906,
1183,0.02187,3.66025,
1182,0.01777,3.75029,
1181,0.02363,3.62645,
1180,0.0225,3.64787,
1179,0.01985,3.70231,
1178,0.01837,3.73578,
1177,0.01963,3.70716,
1176,0.01954,3.70903,
1175,0.01891,3.72326,
1174,0.02019,3.69485,
1173,0.02107,3.67628,
1172,0.02205,3.65654,
1171,0.02022,3.69430,
1170,0.01842,3.73470,
1169,0.01831,3.73740,
1168,0.02082,3.68160,
1167,0.02131,3.67144,
1166,0.01968,3.70591,
1165,0.02157,3.66624,
1164,0.02108,3.67622,
1163,0.02149,3.66782,
1162,0.01886,3.72436,
1161,0.02334,3.63196,
1160,0.02058,3.68649,
1159,0.02141,3.66944,
1158,0.0212,3.67359,
1157,0.0221,3.65552,
1156,0.0204,3.69029,
1155,0.02261,3.64570,
1154,0.02078,3.68242,
1153,0.02288,3.64046,
1152,0.02043,3.68964,
1151,0.02029,3.69266,
1150,0.01956,3.70865,
1149,0.01874,3.72716,
1148,0.019,3.72133,
1147,0.0211,3.67564,
1146,0.0202,3.69457,
1145,0.02191,3.65930,
1144,0.01943,3.71145,
1143,0.02185,3.66047,
1142,0.02311,3.63627,
1141,0.02268,3.64434,
1140,0.01884,3.72497,
1139,0.02145,3.66849,
1138,0.02008,3.69723,
1137,0.02112,3.67528,
1136,0.02105,3.67676,
1135,0.02018,3.69510,
1134,0.02179,3.66166,
1133,0.02057,3.68669,
1132,0.0185,3.73283,
1131,0.02153,3.66689,
1130,0.02003,3.69833,
1129,0.02129,3.67178,
1128,0.02321,3.63431,
1127,0.02071,3.68381,
1126,0.01791,3.74693,
1125,0.02187,3.66005,
1124,0.01915,3.71779,
1123,0.02091,3.67968,
1122,0.0224,3.64973,
1121,0.01802,3.74429,
1120,0.02108,3.67606,
1119,0.02195,3.65860,
1118,0.01987,3.70177,
1117,0.02353,3.62842,
1116,0.02138,3.67007,
1115,0.02024,3.69387,
1114,0.02188,3.65992,
1113,0.02048,3.68865,
1112,0.02117,3.67427,
1111,0.02056,3.68697,
1110,0.02158,3.66601,
1109,0.01994,3.70025,
1108,0.01976,3.70431,
1107,0.01968,3.70605,
1106,0.01842,3.73477,
1105,0.02071,3.68376,
1104,0.02101,3.67760,
1103,0.0212,3.67371,
1102,0.01957,3.70852,
1101,0.01967,3.70628,
1100,0.02043,3.68964,
1099,0.02162,3.66523,
1098,0.01866,3.72915,
1097,0.01909,3.71930,
1096,0.02112,3.67539,
1095,0.0223,3.65172,
1094,0.02016,3.69554,
1093,0.01966,3.70649,
1092,0.02151,3.66745,
1091,0.01951,3.70980,
1090,0.01943,3.71150,
1089,0.01994,3.70021,
1088,0.01918,3.71721,
1087,0.0184,3.73528,
1086,0.02072,3.68360,
1085,0.02016,3.69554,
1084,0.02166,3.66428,
1083,0.02014,3.69585,
1082,0.02209,3.65581,
1081,0.02229,3.65189,
1080,0.02282,3.64163,
1079,0.01844,3.73419,
1078,0.01721,3.76417,
1077,0.02254,3.64703,
1076,0.0184,3.73510,
1075,0.01953,3.70932,
1074,0.0196,3.70773,
1073,0.01799,3.74502,
1072,0.01973,3.70490,
1071,0.0197,3.70563,
1070,0.02067,3.68473,
1069,0.0203,3.69260,
1068,0.01948,3.71037,
1067,0.02044,3.68943,
1066,0.01791,3.74691,
1065,0.01823,3.73922,
1064,0.01838,3.73573,
1063,0.01933,3.71385,
1062,0.01935,3.71322,
1061,0.01673,3.77659,
1060,0.01825,3.73872,
1059,0.02271,3.64374,
1058,0.01781,3.74928,
1057,0.0204,3.69032,
1056,0.02353,3.62846,
1055,0.02106,3.67646,
1054,0.0226,3.64584,
1053,0.019,3.72131,
1052,0.01748,3.75749,
1051,0.02273,3.64336,
1050,0.02007,3.69742,
1049,0.0213,3.67161,
1048,0.01964,3.70685,
1047,0.02124,3.67294,
1046,0.02165,3.66461,
1045,0.01963,3.70717,
1044,0.02055,3.68714,
1043,0.02094,3.67911,
1042,0.01982,3.70296,
1041,0.02025,3.69367,
1040,0.02164,3.66466,
1039,0.0199,3.70110,
1038,0.0211,3.67576,
1037,0.02314,3.63555,
1036,0.01928,3.71500,
1035,0.02145,3.66852,
1034,0.01969,3.70572,
1033,0.02103,3.67715,
1032,0.02277,3.64264,
1031,0.02235,3.65074,
1030,0.02153,3.66695,
1029,0.02278,3.64241,
1028,0.02148,3.66787,
1027,0.0206,3.68603,
1026,0.02246,3.64854,
1025,0.02178,3.66197,
1024,0.02067,3.68464,
1023,0.02399,3.62003,
1022,0.01953,3.70919,
1021,0.02134,3.67071,
1020,0.0215,3.66750,
1019,0.01993,3.70044,
1018,0.01902,3.72078,
1017,0.02009,3.69696,
1016,0.02023,3.69401,
1015,0.01928,3.71480,
1014,0.02162,3.66515,
1013,0.01867,3.72895,
1012,0.02201,3.65734,
1011,0.0217,3.66351,
1010,0.02184,3.66075,
1009,0.02221,3.65349,
1008,0.02101,3.67757,
1007,0.02086,3.68074,
1006,0.02122,3.67330,
1005,0.01919,3.71699,
1004,0.02081,3.68164,
1003,0.01842,3.73470,
1002,0.02008,3.69715,
1001,0.02097,3.67835,
1000,0.01887,3.72415,
999,0.02266,3.64467,
998,0.02151,3.66733,
997,0.01858,3.73101,
996,0.01969,3.70566,
995,0.02049,3.68854,
994,0.02104,3.67689,
993,0.01989,3.70143,
992,0.01963,3.70699,
991,0.02071,3.68375,
990,0.01784,3.74850,
989,0.02374,3.62448,
988,0.01988,3.70154,
987,0.02145,3.66866,
986,0.01912,3.71860,
985,0.01993,3.70056,
984,0.01994,3.70031,
983,0.02102,3.67737,
982,0.02233,3.65105,
981,0.01966,3.70645,
980,0.02082,3.68151,
979,0.02108,3.67615,
978,0.01975,3.70454,
977,0.01997,3.69965,
976,0.02081,3.68176,
975,0.02022,3.69429,
974,0.01852,3.73239,
973,0.01609,3.79343,
972,0.0211,3.67576,
971,0.01889,3.72372,
970,0.01677,3.77543,
969,0.01973,3.70487,
968,0.01944,3.71139,
967,0.01753,3.75627,
966,0.0207,3.68395,
965,0.0185,3.73281,
964,0.01865,3.72922,
963,0.01972,3.70504,
962,0.02036,3.69118,
961,0.02178,3.66198,
960,0.02346,3.62971,
959,0.02285,3.64110,
958,0.01952,3.70950,
957,0.02065,3.68500,
956,0.02156,3.66626,
955,0.01994,3.70030,
954,0.02142,3.66927,
953,0.02015,3.69565,
952,0.01917,3.71730,
951,0.01723,3.76381,
950,0.02139,3.66977,
949,0.02316,3.63524,
948,0.01995,3.70016,
947,0.01858,3.73091,
946,0.01977,3.70392,
945,0.01801,3.74446,
944,0.01998,3.69932,
943,0.01785,3.74842,
942,0.01931,3.71419,
941,0.02212,3.65515,
940,0.02289,3.64033,
939,0.02084,3.68115,
938,0.02108,3.67618,
937,0.01927,3.71520,
936,0.02008,3.69722,
935,0.0194,3.71227,
934,0.02114,3.67489,
933,0.01884,3.72493,
932,0.01949,3.71011,
931,0.01703,3.76890,
930,0.02269,3.64410,
929,0.01916,3.71766,
928,0.02069,3.68414,
927,0.01965,3.70663,
926,0.01956,3.70858,
925,0.02219,3.65394,
924,0.01954,3.70905,
923,0.01777,3.75021,
922,0.01975,3.70441,
921,0.02259,3.64612,
920,0.01861,3.73029,
919,0.02323,3.63404,
918,0.02051,3.68809,
917,0.02171,3.66334,
916,0.01904,3.72031,
915,0.01942,3.71177,
914,0.02198,3.65789,
913,0.02135,3.67057,
912,0.02231,3.65143,
911,0.02175,3.66245,
910,0.01958,3.70811,
909,0.02144,3.66885,
908,0.02089,3.68008,
907,0.01989,3.70142,
906,0.02148,3.66804,
905,0.01991,3.70098,
904,0.0198,3.70330,
903,0.02171,3.66333,
902,0.01997,3.69953,
901,0.02118,3.67406,
900,0.02037,3.69103,
899,0.01929,3.71461,
898,0.0195,3.70997,
897,0.02256,3.64671,
896,0.02053,3.68771,
895,0.02004,3.69815,
894,0.02043,3.68967,
893,0.0181,3.74226,
892,0.02124,3.67284,
891,0.01798,3.74517,
890,0.02261,3.64565,
889,0.01665,3.77858,
888,0.02054,3.68750,
887,0.02106,3.67654,
886,0.02021,3.69436,
885,0.02269,3.64417,
884,0.02058,3.68663,
883,0.02205,3.65659,
882,0.02032,3.69200,
881,0.02033,3.69194,
880,0.02212,3.65517,
879,0.02192,3.65907,
878,0.02256,3.64675,
877,0.02007,3.69756,
876,0.0193,3.71454,
875,0.02086,3.68073,
874,0.02148,3.66803,
873,0.02017,3.69522,
872,0.02037,3.69104,
871,0.0195,3.70997,
870,0.02036,3.69116,
869,0.02273,3.64348,
868,0.02235,3.65067,
867,0.02149,3.66782,
866,0.01906,3.71987,
865,0.02308,3.63686,
864,0.02033,3.69180,
863,0.02176,3.66226,
862,0.01855,3.73177,
861,0.02083,3.68122,
860,0.02054,3.68732,
859,0.02023,3.69410,
858,0.01931,3.71416,
857,0.01968,3.70600,
856,0.0201,3.69682,
855,0.01862,3.72997,
854,0.02286,3.64093,
853,0.01932,3.71403,
852,0.02026,3.69343,
851,0.02103,3.67725,
850,0.0216,3.66545,
849,0.02239,3.64995,
848,0.02005,3.69784,
847,0.02117,3.67428,
846,0.02194,3.65881,
845,0.01923,3.71612,
844,0.02046,3.68917,
843,0.02127,3.67224,
842,0.02196,3.65833,
841,0.021,3.67778,
840,0.02036,3.69121,
839,0.01713,3.76625,
838,0.0211,3.67562,
837,0.02115,3.67459,
836,0.02033,3.69187,
835,0.02288,3.64060,
834,0.02072,3.68361,
833,0.02173,3.66294,
832,0.0228,3.64212,
831,0.01925,3.71551,
830,0.02066,3.68497,
829,0.01992,3.70068,
828,0.01813,3.74162,
827,0.02018,3.69500,
826,0.01789,3.74750,
825,0.01813,3.74161,
824,0.02199,3.65773,
823,0.02055,3.68710,
822,0.02231,3.65153,
821,0.02123,3.67298,
820,0.02087,3.68054,
819,0.0198,3.70334,
818,0.02029,3.69263,
817,0.02022,3.69415,
816,0.0194,3.71211,
815,0.01986,3.70198,
814,0.01842,3.73467,
813,0.02244,3.64896,
812,0.01932,3.71399,
811,0.02169,3.66364,
810,0.02048,3.68874,
809,0.02133,3.67096,
808,0.01864,3.72957,
807,0.01812,3.74185,
806,0.02255,3.64695,
805,0.02035,3.69140,
804,0.01793,3.74648,
803,0.02092,3.67949,
802,0.01856,3.73150,
801,0.02302,3.63789,
800,0.02144,3.66884,
799,2.31E-04,5.63728,
798,1.84E-04,5.73465,
797,2.63E-04,5.57946,
796,1.38E-04,5.85997,
795,1.61E-04,5.79226,
794,5.58E-05,6.25356,
793,7.62E-06,7.11822,
792,1.44E-04,5.84306,
791,2.00E-04,5.69912,
790,2.71E-04,5.56716,
789,3.85E-05,6.41436,
788,1.37E-04,5.86200,
787,2.15E-04,5.66735,
786,1.05E-04,5.97784,
785,1.86E-04,5.72961,
784,2.65E-05,6.57652,
783,1.15E-04,5.93870,
782,6.51E-05,6.18664,
781,1.43E-04,5.84528,
780,6.55E-05,6.18383,
779,1.72E-04,5.76502,
778,2.86E-04,5.54289,
777,1.74E-04,5.76019,
776,9.21E-05,6.03564,
775,1.55E-04,5.80996,
774,6.81E-05,6.16693,
773,1.97E-04,5.70463,
772,2.73E-05,6.56395,
771,2.61E-04,5.58389,
770,1.51E-06,7.82097,
769,1.04E-04,5.98298,
768,1.12E-05,6.95166,
767,1.00E-05,6.99999,
766,2.40E-04,5.61940,
765,2.13E-04,5.67150,
764,3.20E-04,5.49483,
763,1.23E-04,5.91035,
762,6.96E-05,6.15711,
761,6.38E-06,7.19546,
760,3.85E-04,5.41435,
759,4.22E-05,6.37490,
758,2.12E-04,5.67299,
757,1.87E-04,5.72701,
756,1.85E-04,5.73261,
755,1.57E-04,5.80452,
754,2.82E-05,6.54923,
753,2.78E-04,5.55626,
752,3.33E-05,6.47701,
751,1.99E-04,5.70122,
750,1.57E-04,5.80307,
749,1.28E-04,5.89422,
748,2.60E-04,5.58471,
747,1.05E-04,5.97842,
746,6.43E-05,6.19206,
745,6.64E-05,6.17781,
744,5.28E-05,6.27759,
743,5.05E-04,5.29634,
742,2.00E-04,5.69854,
741,1.31E-04,5.88137,
740,3.38E-04,5.47101,
739,2.72E-04,5.56548,
738,7.47E-05,6.12684,
737,5.77E-05,6.23906,
736,4.49E-06,7.34751,
735,1.26E-04,5.89909,
734,3.36E-05,6.47398,
733,4.80E-05,6.31849,
732,2.53E-04,5.59636,
731,5.76E-05,6.23933,
730,3.94E-04,5.40455,
729,7.58E-05,6.12061,
728,6.40E-05,6.19395,
727,1.21E-05,6.91648,
726,1.96E-04,5.70755,
725,6.76E-06,7.17016,
724,1.10E-04,5.95951,
723,1.69E-04,5.77121,
722,2.59E-04,5.58622,
721,1.19E-04,5.92330,
720,1.45E-04,5.83923,
719,7.96E-05,6.09888,
718,1.29E-04,5.89010,
717,1.67E-04,5.77763,
716,4.78E-05,6.32031,
715,6.86E-05,6.16353,
714,1.81E-04,5.74216,
713,6.95E-05,6.15811,
712,2.56E-04,5.59121,
711,2.69E-04,5.57000,
710,6.93E-05,6.15913,
709,1.68E-04,5.77500,
708,6.47E-05,6.18891,
707,7.95E-05,6.09941,
706,2.18E-05,6.66159,
705,2.17E-04,5.66402,
704,1.28E-04,5.89181,
703,1.43E-04,5.84591,
702,2.33E-05,6.63303,
701,1.37E-04,5.86391,
700,2.73E-05,6.56314,
699,1.57E-04,5.80459,
698,1.42E-04,5.84684,
697,2.62E-07,8.58092,
696,8.60E-05,6.06562,
695,2.12E-04,5.67430,
694,1.46E-05,6.83610,
693,8.85E-05,6.05326,
692,1.09E-04,5.96324,
691,1.52E-04,5.81947,
690,2.84E-05,6.54726,
689,1.07E-04,5.96896,
688,4.99E-05,6.30223,
687,1.81E-04,5.74297,
686,1.70E-05,6.76898,
685,1.91E-05,6.71989,
684,1.47E-04,5.83187,
683,2.47E-05,6.60664,
682,1.22E-04,5.91367,
681,3.42E-05,6.46610,
680,2.09E-04,5.67954,
679,1.00E-05,6.99925,
678,1.47E-04,5.83308,
677,9.46E-06,7.02414,
676,1.19E-04,5.92467,
675,3.04E-05,6.51690,
674,9.23E-05,6.03501,
673,1.18E-05,6.92730,
672,1.77E-04,5.75256,
671,2.00E-04,5.69918,
670,4.59E-05,6.33817,
669,6.14E-05,6.21179,
668,7.77E-05,6.10948,
667,1.36E-04,5.86669,
666,1.10E-04,5.96002,
665,8.31E-05,6.08044,
664,2.90E-05,6.53705,
663,3.86E-04,5.41339,
662,1.20E-04,5.92137,
661,1.19E-04,5.92611,
660,9.82E-05,6.00784,
659,1.14E-04,5.94278,
658,1.77E-04,5.75121,
657,1.12E-04,5.94966,
656,8.40E-05,6.07552,
655,1.41E-04,5.84997,
654,3.41E-05,6.46684,
653,5.48E-05,6.26083,
652,1.27E-05,6.89783,
651,9.46E-05,6.02409,
650,1.04E-04,5.98496,
649,8.13E-06,7.08989,
648,1.51E-04,5.81968,
647,3.58E-06,7.44605,
646,2.27E-05,6.64478,
645,1.16E-04,5.93624,
644,5.55E-05,6.25586,
643,1.34E-05,6.87270,
642,2.68E-04,5.57240,
641,7.01E-05,6.15432,
640,9.27E-05,6.03301,
639,9.85E-05,6.00640,
638,8.49E-05,6.07097,
637,1.31E-04,5.88154,
636,1.76E-05,6.75485,
635,6.34E-09,10.19805,
634,2.24E-05,6.64974,
633,3.06E-05,6.51371,
632,3.72E-05,6.42954,
631,1.89E-04,5.72249,
630,3.10E-04,5.50848,
629,5.35E-04,5.27178,
628,8.58E-04,5.06665,
627,9.79E-04,5.00919,
626,0.00124,4.90741,
625,0.00134,4.87285,
624,0.00121,4.91633,
623,9.86E-04,5.00621,
622,5.96E-04,5.22444,
621,4.26E-04,5.37056,
620,2.51E-04,5.60066,
619,1.50E-04,5.82481,
618,1.02E-04,5.99191,
617,5.87E-06,7.23135,
616,5.61E-05,6.25086,
615,7.10E-05,6.14869,
614,1.34E-05,6.87189,
613,5.23E-05,6.28130,
612,2.65E-05,6.57650,
611,2.12E-04,5.67423,
610,1.17E-05,6.93192,
609,2.40E-04,5.61968,
608,1.25E-04,5.90415,
607,6.47E-05,6.18895,
606,1.59E-04,5.79933,
605,2.94E-05,6.53111,
